county,code,white_pop,rank
"Morris County, KS",20127,"5,460",2684
"Coahoma County, MS",28027,"5,460",2684
"Van Buren County, TN",47175,"5,452",2686
"Crosby County, TX",48107,"5,448",2687
"Southeast Fairbanks Borough, AK",2240,"5,444",2688
"Brown County, IL",17009,"5,441",2689
"Seminole County, GA",13253,"5,428",2690
"Washington County, KS",20201,"5,425",2691
"Goliad County, TX",48175,"5,421",2692
"Petersburg Independent City, VA",51730,"5,420",2693
"Bamberg County, SC",45009,"5,402",2694
"McCook County, SD",46087,"5,396",2695
"Broadwater County, MT",30007,"5,367",2696
"Tillman County, OK",40141,"5,354",2697
"Phillips County, KS",20147,"5,294",2698
"Ransom County, ND",38073,"5,293",2699
"Cherry County, NE",31031,"5,286",2700
"San Saba County, TX",48411,"5,272",2701
"Boone County, NE",31011,"5,269",2702
"Atchison County, MO",29005,"5,263",2703
"Haskell County, TX",48207,"5,256",2704
"Wilkes County, GA",13317,"5,250",2705
"Lake County, TN",47095,"5,228",2706
"Jefferson County, OK",40067,"5,220",2707
"Gilpin County, CO",8047,"5,196",2708
"Lander County, NV",32015,"5,169",2709
"Moody County, SD",46101,"5,151",2710
"Lincoln County, GA",13181,"5,134",2711
"Gallatin County, IL",17059,"5,131",2712
"Luce County, MI",26095,"5,131",2712
"Marion County, GA",13197,"5,129",2714
"Benton County, MS",28009,"5,116",2715
"Norton County, KS",20137,"5,104",2716
"Hansford County, TX",48195,"5,100",2717
"Craig County, VA",51045,"5,097",2718
"Polk County, NE",31143,"5,094",2719
"Jim Hogg County, TX",48247,"5,091",2720
"Red River Parish, LA",22081,"5,079",2721
"Scott County, IL",17171,"5,078",2722
"Hartley County, TX",48205,"5,044",2723
"Thayer County, NE",31169,"5,040",2724
"Big Stone County, MN",27011,"5,038",2725
"Pondera County, MT",30073,"5,025",2726
"Bent County, CO",8011,"5,025",2726
"Wheeler County, TX",48483,"5,004",2728
"Rooks County, KS",20163,"4,998",2729
"Franklin County, MS",28037,"4,993",2730
"Dickey County, ND",38021,"4,990",2731
"Pickett County, TN",47137,"4,962",2732
"Stevens County, KS",20189,"4,945",2733
"Day County, SD",46037,"4,921",2734
"Early County, GA",13099,"4,915",2735
"Ringgold County, IA",19159,"4,911",2736
"McCormick County, SC",45065,"4,907",2737
"King and Queen County, VA",51097,"4,901",2738
"Calhoun County, IL",17013,"4,892",2739
"Kingsbury County, SD",46077,"4,881",2740
"Taylor County, GA",13269,"4,866",2741
"Cotton County, OK",40033,"4,841",2742
"Macon County, GA",13193,"4,822",2743
"Lincoln County, CO",8073,"4,811",2744
"Mills County, TX",48333,"4,808",2745
"Woodruff County, AR",5147,"4,801",2746
"Scotland County, MO",29199,"4,788",2747
"Lincoln County, ID",16063,"4,786",2748
"Carlisle County, KY",21039,"4,782",2749
"Chicot County, AR",5017,"4,778",2750
"St. Helena Parish, LA",22091,"4,775",2751
"Garfield County, UT",49017,"4,764",2752
"Putnam County, MO",29171,"4,752",2753
"Greer County, OK",40055,"4,750",2754
"Lynn County, TX",48305,"4,749",2755
"Scott County, KS",20171,"4,703",2756
"Cameron County, PA",42023,"4,702",2757
"Furnas County, NE",31065,"4,701",2758
"Crowley County, CO",8025,"4,668",2759
"Forest County, PA",42053,"4,653",2760
"Toole County, MT",30101,"4,648",2761
"Republic County, KS",20157,"4,641",2762
"Twiggs County, GA",13289,"4,638",2763
"Morrill County, NE",31123,"4,638",2763
"Washington County, CO",8121,"4,633",2765
"Barber County, KS",20007,"4,623",2766
"Brule County, SD",46015,"4,610",2767
"Covington Independent City, VA",51580,"4,610",2767
"Hot Springs County, WY",56017,"4,607",2769
"Treutlen County, GA",13283,"4,590",2770
"Greensville County, VA",51081,"4,584",2771
"Wheeler County, GA",13309,"4,579",2772
"Clinch County, GA",13065,"4,570",2773
"Musselshell County, MT",30065,"4,565",2774
"Turner County, GA",13287,"4,559",2775
"Ouray County, CO",8091,"4,554",2776
"Glacier County, MT",30035,"4,543",2777
"Hamilton County, NY",36041,"4,533",2778
"Cook County, MN",27031,"4,527",2779
"Lincoln County, NV",32017,"4,522",2780
"Martin County, TX",48317,"4,520",2781
"Sussex County, VA",51183,"4,514",2782
"Jefferson Davis County, MS",28065,"4,513",2783
"Beaver County, OK",40007,"4,504",2784
"Fulton County, KY",21075,"4,503",2785
"Johnson County, NE",31097,"4,503",2785
"Tripp County, SD",46123,"4,486",2787
"Chouteau County, MT",30015,"4,461",2788
"Walworth County, SD",46129,"4,460",2789
"Delta County, TX",48119,"4,444",2790
"Florence, WI",55037,"4,428",2791
"Sheridan County, NE",31161,"4,402",2792
"Alfalfa County, OK",40003,"4,400",2793
"Holt County, MO",29087,"4,386",2794
"Alexander County, IL",17003,"4,365",2795
"Dewey County, OK",40043,"4,351",2796
"Kittson County, MN",27069,"4,347",2797
"Owsley County, KY",21189,"4,295",2798
"Deuel County, SD",46039,"4,295",2798
"Schuyler County, MO",29197,"4,293",2800
"Lafayette County, AR",5073,"4,291",2801
"Bath County, VA",51017,"4,269",2802
"Dallas County, AR",5039,"4,256",2803
"Nuckolls County, NE",31129,"4,254",2804
"Hidalgo County, NM",35023,"4,253",2805
"Pierce County, ND",38069,"4,251",2806
"Madison Parish, LA",22065,"4,244",2807
"Monroe County, AR",5095,"4,226",2808
"Big Horn County, MT",30003,"4,188",2809
"Valley County, NE",31175,"4,183",2810
"Oneida County, ID",16071,"4,155",2811
"Mineral County, MT",30061,"4,154",2812
"Kimble County, TX",48267,"4,146",2813
"Phillips County, CO",8095,"4,142",2814
"Hickman County, KY",21105,"4,138",2815
"Roosevelt County, MT",30085,"4,119",2816
"Custer County, ID",16037,"4,105",2817
"Wells County, ND",38103,"4,095",2818
"Lee County, AR",5077,"4,090",2819
"Stafford County, KS",20185,"4,087",2820
"Coal County, OK",40029,"4,078",2821
"Custer County, CO",8027,"4,069",2822
"Marshall County, SD",46091,"4,067",2823
"Miller County, GA",13201,"4,064",2824
"LaMoure County, ND",38045,"4,037",2825
"Grant County, OK",40053,"4,029",2826
"Calhoun County, AR",5013,"3,992",2827
"Chase County, NE",31029,"3,988",2828
"Pope County, IL",17151,"3,915",2829
"Hardin County, IL",17069,"3,904",2830
"Concho County, TX",48095,"3,882",2831
"Edmunds County, SD",46045,"3,858",2832
"Knox County, MO",29103,"3,857",2833
"Red Lake County, MN",27125,"3,846",2834
"Ellis County, OK",40045,"3,835",2835
"Meade County, KS",20119,"3,830",2836
"Pulaski County, IL",17153,"3,763",2837
"Wahkiakum County, WA",53069,"3,761",2838
"Guadalupe County, NM",35019,"3,759",2839
"Gregory County, SD",46053,"3,748",2840
"Hyde County, NC",37095,"3,743",2841
"Adams County, IA",19003,"3,720",2842
"Sargent County, ND",38081,"3,715",2843
"Adams County, ID",16003,"3,711",2844
"Cavalier County, ND",38019,"3,710",2845
"Hemphill County, TX",48211,"3,687",2846
"Lake of the Woods County, MN",27077,"3,667",2847
"Smith County, KS",20183,"3,661",2848
"Mason County, TX",48319,"3,645",2849
"Osborne County, KS",20141,"3,638",2850
"Storey County, NV",32029,"3,631",2851
"Dunn County, ND",38025,"3,626",2852
"Phillips County, MT",30071,"3,612",2853
"Schley County, GA",13249,"3,600",2854
"Kemper County, MS",28069,"3,596",2855
"Mercer County, MO",29129,"3,594",2856
"Columbia County, WA",53013,"3,594",2856
"Nance County, NE",31125,"3,593",2858
"Harper County, OK",40059,"3,589",2859
"Haskell County, KS",20081,"3,583",2860
"Kimball County, NE",31105,"3,554",2861
"Webster County, NE",31181,"3,522",2862
"Surry County, VA",51181,"3,508",2863
"Kinney County, TX",48271,"3,499",2864
"Baca County, CO",8009,"3,492",2865
"Norton Independent City, VA",51720,"3,469",2866
"Sweet Grass County, MT",30097,"3,464",2867
"Clark County, SD",46025,"3,454",2868
"Fisher County, TX",48151,"3,453",2869
"Catron County, NM",35003,"3,444",2870
"Roger Mills County, OK",40129,"3,399",2871
"Lewis County, ID",16061,"3,391",2872
"Sheridan County, MT",30091,"3,391",2872
"Baylor County, TX",48023,"3,379",2874
"Union County, NM",35059,"3,348",2875
"Noxubee County, MS",28103,"3,345",2876
"Costilla County, CO",8023,"3,345",2876
"Terrell County, GA",13273,"3,339",2878
"Harlan County, NE",31083,"3,324",2879
"Hardeman County, TX",48197,"3,322",2880
"Emmons County, ND",38029,"3,309",2881
"Real County, TX",48385,"3,308",2882
"Knox County, TX",48275,"3,302",2883
"Sumter County, AL",1119,"3,280",2884
"Hand County, SD",46059,"3,275",2885
"Foster County, ND",38031,"3,256",2886
"Donley County, TX",48129,"3,228",2887
"Franklin Independent City, VA",51620,"3,226",2888
"Kearny County, KS",20093,"3,221",2889
"Hanson County, SD",46061,"3,182",2890
"North Slope Borough, AK",2185,"3,150",2891
"Traverse County, MN",27155,"3,149",2892
"Blaine County, MT",30005,"3,126",2893
"Shackelford County, TX",48417,"3,125",2894
"Echols County, GA",13101,"3,119",2895
"Macon County, AL",1087,"3,106",2896
"Granite County, MT",30039,"3,101",2897
"Bowman County, ND",38011,"3,090",2898
"Rush County, KS",20165,"3,068",2899
"Lincoln County, KS",20105,"3,059",2900
"Wilcox County, AL",1131,"3,050",2901
"Chautauqua County, KS",20019,"3,043",2902
"Sherman County, NE",31163,"3,040",2903
"Franklin County, NE",31061,"3,025",2904
"Lipscomb County, TX",48295,"3,004",2905
"Woodson County, KS",20207,"2,999",2906
"Ness County, KS",20135,"2,989",2907
"Coke County, TX",48081,"2,989",2907
"Charles City County, VA",51036,"2,984",2909
"Nelson County, ND",38063,"2,978",2910
"Holmes County, MS",28051,"2,965",2911
"Perry County, AL",1105,"2,962",2912
"Sutton County, TX",48435,"2,960",2913
"Brown County, NE",31017,"2,951",2914
"Prince of Wales-Hyder Borough, AK",2198,"2,941",2915
"Jewell County, KS",20089,"2,914",2916
"Perkins County, SD",46105,"2,892",2917
"Benson County, ND",38005,"2,885",2918
"Perkins County, NE",31135,"2,884",2919
"Hitchcock County, NE",31087,"2,854",2920
"Trego County, KS",20195,"2,835",2921
"Mineral County, NV",32021,"2,834",2922
"Sherman County, TX",48421,"2,826",2923
"Douglas County, SD",46043,"2,817",2924
"Edwards County, KS",20047,"2,812",2925
"Rolette County, ND",38079,"2,812",2925
"Sierra County, CA",6091,"2,809",2927
"Thurston County, NE",31173,"2,807",2928
"Fallon County, MT",30025,"2,786",2929
"Decatur County, KS",20039,"2,776",2930
"Hudspeth County, TX",48229,"2,741",2931
"Glascock County, GA",13125,"2,701",2932
"Talbot County, GA",13263,"2,672",2933
"Logan County, KS",20109,"2,672",2933
"Stanley County, SD",46117,"2,648",2935
"McIntosh County, ND",38051,"2,645",2936
"Wayne County, UT",49055,"2,637",2937
"Pawnee County, NE",31133,"2,625",2938
"Mahnomen County, MN",27087,"2,615",2939
"Cochran County, TX",48079,"2,613",2940
"Lowndes County, AL",1085,"2,612",2941
"Morton County, KS",20129,"2,598",2942
"Hall County, TX",48191,"2,592",2943
"Wilkinson County, MS",28157,"2,584",2944
"Chase County, KS",20017,"2,577",2945
"Gove County, KS",20063,"2,577",2945
"Randolph County, GA",13243,"2,566",2947
"Frontier County, NE",31063,"2,545",2948
"Butte County, ID",16023,"2,537",2949
"Aurora County, SD",46003,"2,512",2950
"Hettinger County, ND",38041,"2,504",2951
"Cheyenne County, KS",20023,"2,502",2952
"Elk County, KS",20049,"2,487",2953
"Sheridan County, KS",20179,"2,473",2954
"Renville County, ND",38075,"2,471",2955
"Rawlins County, KS",20153,"2,465",2956
"Mora County, NM",35033,"2,461",2957
"Collingsworth County, TX",48087,"2,444",2958
"Crane County, TX",48103,"2,396",2959
"Greeley County, NE",31077,"2,393",2960
"Petersburg Borough, AK",2195,"2,391",2961
"Kiowa County, KS",20097,"2,383",2962
"Graham County, KS",20065,"2,369",2963
"Kidder County, ND",38043,"2,362",2964
"Allendale County, SC",45005,"2,345",2965
"Niobrara County, WY",56027,"2,314",2966
"Sanborn County, SD",46111,"2,308",2967
"Tyrrell County, NC",37177,"2,302",2968
"Bullock County, AL",1011,"2,301",2969
"Grant County, ND",38037,"2,294",2970
"Potter County, SD",46107,"2,251",2971
"Divide County, ND",38023,"2,239",2972
"Hamilton County, KS",20075,"2,234",2973
"Griggs County, ND",38039,"2,230",2974
"Liberty County, MT",30051,"2,221",2975
"Miner County, SD",46097,"2,221",2975
"Highland County, VA",51091,"2,220",2977
"Faulk County, SD",46049,"2,216",2978
"Rich County, UT",49033,"2,214",2979
"Adams County, ND",38001,"2,203",2980
"Calhoun County, GA",13037,"2,192",2981
"Lyman County, SD",46085,"2,187",2982
"Quitman County, MS",28119,"2,174",2983
"Eddy County, ND",38027,"2,173",2984
"Schleicher County, TX",48413,"2,169",2985
"Sedgwick County, CO",8115,"2,167",2986
"Burke County, ND",38013,"2,166",2987
"Keweenaw County, MI",26083,"2,161",2988
"Jeff Davis County, TX",48243,"2,144",2989
"Robertson County, KY",21201,"2,143",2990
"Garfield County, WA",53023,"2,132",2991
"Hancock County, GA",13141,"2,128",2992
"Tensas Parish, LA",22107,"2,096",2993
"Warren County, GA",13301,"2,067",2994
"Tunica County, MS",28143,"2,057",2995
"McPherson County, SD",46089,"2,056",2996
"Wheatland County, MT",30107,"2,035",2997
"Wichita County, KS",20203,"2,033",2998
"Towner County, ND",38095,"2,020",2999
"East Carroll Parish, LA",22035,"2,015",3000
"Worth County, MO",29227,"2,013",3001
"Dickens County, TX",48125,"2,008",3002
"Jerauld County, SD",46073,"2,005",3003
"Cimarron County, OK",40025,"2,004",3004
"Edwards County, TX",48137,"1,992",3005
"Cheyenne County, CO",8017,"1,989",3006
"Bethel Borough, AK",2050,"1,976",3007
"Haines Borough, AK",2100,"1,970",3008
"Steele County, ND",38091,"1,958",3009
"Clark County, KS",20025,"1,951",3010
"Judith Basin County, MT",30045,"1,948",3011
"Gosper County, NE",31073,"1,948",3011
"Garfield County, NE",31071,"1,939",3013
"Humphreys County, MS",28053,"1,936",3014
"Boyd County, NE",31015,"1,935",3015
"Meagher County, MT",30059,"1,907",3016
"Logan County, ND",38047,"1,905",3017
"Harmon County, OK",40057,"1,888",3018
"Garden County, NE",31069,"1,876",3019
"Haakon County, SD",46055,"1,864",3020
"Hodgeman County, KS",20083,"1,860",3021
"Deuel County, NE",31049,"1,852",3022
"Piute County, UT",49031,"1,848",3023
"Comanche County, KS",20033,"1,841",3024
"Oldham County, TX",48359,"1,834",3025
"Golden Valley County, ND",38033,"1,819",3026
"Gilliam County, OR",41021,"1,818",3027
"Denali Borough, AK",2068,"1,817",3028
"Reagan County, TX",48383,"1,809",3029
"Dundy County, NE",31057,"1,792",3030
"Emporia Independent City, VA",51595,"1,787",3031
"Baker County, GA",13007,"1,782",3032
"Crockett County, TX",48105,"1,782",3032
"Menard County, TX",48327,"1,772",3034
"Armstrong County, TX",48011,"1,771",3035
"Culberson County, TX",48109,"1,767",3036
"Aleutians West Borough, AK",2016,"1,763",3037
"Daniels County, MT",30019,"1,761",3038
"Dolores County, CO",8033,"1,737",3039
"Upton County, TX",48461,"1,733",3040
"Stanton County, KS",20187,"1,720",3041
"Eureka County, NV",32011,"1,707",3042
"Stewart County, GA",13259,"1,689",3043
"Lane County, KS",20101,"1,666",3044
"Oliver County, ND",38065,"1,640",3045
"Nome Borough, AK",2180,"1,623",3046
"Wrangell Borough, AK",2275,"1,621",3047
"Sherman County, OR",41055,"1,593",3048
"Powder River County, MT",30075,"1,581",3049
"McCone County, MT",30055,"1,547",3050
"Wallace County, KS",20199,"1,536",3051
"Briscoe County, TX",48045,"1,511",3052
"Campbell County, SD",46021,"1,473",3053
"Greene County, AL",1063,"1,472",3054
"Throckmorton County, TX",48447,"1,462",3055
"Sully County, SD",46119,"1,446",3056
"Jackson County, SD",46071,"1,435",3057
"Irion County, TX",48235,"1,430",3058
"DeBaca County, NM",35011,"1,415",3059
"Kiowa County, CO",8061,"1,401",3060
"Sheridan County, ND",38083,"1,362",3061
"Prairie County, MT",30079,"1,361",3062
"Rock County, NE",31149,"1,351",3063
"Webster County, GA",13307,"1,319",3064
"Wheeler County, OR",41069,"1,309",3065
"Carter County, MT",30011,"1,269",3066
"Yukon-Koyukuk Borough, AK",2290,"1,250",3067
"Corson County, SD",46031,"1,248",3068
"Hyde County, SD",46069,"1,230",3069
"Harding County, SD",46063,"1,222",3070
"Sioux County, NE",31165,"1,203",3071
"Jackson County, CO",8057,"1,202",3072
"Cottle County, TX",48101,"1,197",3073
"Sharkey County, MS",28125,"1,189",3074
"Dewey County, SD",46041,"1,178",3075
"Foard County, TX",48155,"1,171",3076
"Claiborne County, MS",28021,"1,162",3077
"Wibaux County, MT",30109,"1,143",3078
"Sterling County, TX",48431,"1,142",3079
"Glasscock County, TX",48173,"1,111",3080
"Greeley County, KS",20071,"1,110",3081
"Stonewall County, TX",48433,"1,087",3082
"Bennett County, SD",46007,"1,082",3083
"Hoonah-Angoon Borough, AK",2105,"1,070",3084
"Garfield County, MT",30033,"1,060",3085
"Quitman County, GA",13239,"1,031",3086
"Jefferson County, MS",28063,"1,003",3087
"Hayes County, NE",31085,"1,003",3087
"Esmeralda County, NV",32009,993,3089
"Motley County, TX",48345,978,3090
"Camas County, ID",16025,927,3091
"Roberts County, TX",48393,924,3092
"Todd County, SD",46121,907,3093
"Clay County, GA",13061,900,3094
"Clark County, ID",16033,893,3095
"Dillingham Borough, AK",2070,893,3095
"Billings County, ND",38007,891,3097
"Northwest Arctic Borough, AK",2188,890,3098
"Alpine County, CA",6003,857,3099
"Hinsdale County, CO",8053,821,3100
"Mellette County, SD",46095,820,3101
"Skagway Borough, AK",2230,815,3102
"Logan County, NE",31113,806,3103
"Wheeler County, NE",31183,802,3104
"Treasure County, MT",30103,779,3105
"Banner County, NE",31007,765,3106
"Jones County, SD",46075,734,3107
"Daggett County, UT",49009,732,3108
"Keya Paha County, NE",31103,719,3109
"Mineral County, CO",8079,687,3110
"Borden County, TX",48033,685,3111
"Golden Valley County, MT",30037,683,3112
"Taliaferro County, GA",13265,668,3113
"Ziebach County, SD",46137,663,3114
"Oglala Lakota, SD",46102,662,3115
"Hooker County, NE",31091,653,3116
"Thomas County, NE",31171,650,3117
"Grant County, NE",31075,647,3118
"McMullen County, TX",48311,636,3119
"Aleutians East Borough, AK",2013,630,3120
"Slope County, ND",38087,622,3121
"Kent County, TX",48263,622,3121
"Blaine County, NE",31009,572,3123
"Sioux County, ND",38085,567,3124
"Kenedy County, TX",48261,543,3125
"Terrell County, TX",48443,543,3125
"San Juan County, CO",8111,534,3127
"Loup County, NE",31115,531,3128
"Issaquena County, MS",28055,530,3129
"Bristol Bay Borough, AK",2060,525,3130
"Harding County, NM",35021,520,3131
"Petroleum County, MT",30069,445,3132
"Arthur County, NE",31005,426,3133
"Menominee, WI",55078,426,3133
"McPherson County, NE",31117,417,3135
"Lake and Peninsula Borough, AK",2164,300,3137
"Buffalo County, SD",46017,293,3138
"Yakutat Borough, AK",2282,290,3139
"King County, TX",48269,274,3140
"Loving County, TX",48301,67,3141
"Kalawao County, HI",15005,29,3142
